browse,browse_to_add_to_consider,browse_to_purchase,directly_add_to_consider,directly_purchase,no_browse,user_id
0,0,1,0,0,6,408130
0,0,1,0,0,6,321080
0,0,1,0,0,6,235757
0,0,0,0,1,6,225992
0,0,1,0,0,6,363098
0,0,1,0,0,6,151766
0,0,1,0,0,6,64125
0,0,1,0,0,6,141324
0,0,0,0,1,6,314926
0,0,1,0,0,6,73258
0,0,1,0,0,6,139926
0,0,1,0,0,6,125705
0,0,1,0,0,6,308977
0,0,1,0,0,6,32759
0,0,1,0,0,6,104971
0,0,1,0,0,6,150376
0,0,1,0,0,6,277301
0,0,1,0,0,6,366657
0,0,1,0,0,6,377167
0,0,1,0,0,6,75558
0,0,1,0,0,6,400945
0,0,1,0,0,6,312475
0,0,1,0,0,6,152237
0,0,1,0,0,6,133942
0,0,1,0,0,6,253710
0,0,1,0,0,6,366870
0,0,1,0,0,6,109282
0,0,1,0,0,6,180752
0,0,1,0,0,6,125508
0,0,1,0,0,6,370693
0,0,1,0,0,6,324118
0,0,1,0,0,6,49764
0,0,1,0,0,6,97355
0,0,1,0,0,6,37639
0,0,1,0,0,6,97809
0,0,1,0,0,6,307442
0,0,1,0,0,6,97423
0,0,1,0,0,6,113885
0,0,0,0,1,6,387744
0,0,1,0,0,6,188748
0,0,1,0,0,6,230461
0,0,1,0,0,6,196425
0,0,1,0,0,6,142736
0,0,1,0,0,6,392731
0,0,1,0,0,6,149547
0,0,0,0,1,6,25542
0,0,1,0,0,6,411388
0,0,1,0,0,6,174283
0,0,1,0,0,6,61625
0,0,1,0,0,6,320024
0,0,1,0,0,6,13714
0,0,0,0,1,6,367076
0,0,1,0,0,6,292135
0,0,1,0,0,6,173148
0,0,1,0,0,6,97879
0,0,1,0,0,6,142145
0,0,1,0,0,6,377533
0,0,1,0,0,6,136617
0,0,0,0,1,6,145249
0,0,0,0,1,6,78118
0,0,1,0,0,6,368886
0,0,1,0,0,6,415772
0,0,1,0,0,6,387976
0,0,1,0,0,6,102680
0,0,1,0,0,6,380714
0,0,1,0,0,6,25874
0,0,1,0,0,6,349978
0,0,1,0,0,6,178697
0,0,1,0,0,6,71719
0,0,1,0,0,6,267399
0,0,1,0,0,6,208155
0,0,1,0,0,6,91633
0,0,1,0,0,6,176978
0,0,1,0,0,6,50225
0,0,1,0,0,6,384750
0,0,1,0,0,6,414031
0,0,1,0,0,6,138435
0,0,1,0,0,6,141417
0,0,1,0,0,6,212094
0,0,1,0,0,6,127553
0,0,1,0,0,6,401901
0,0,1,0,0,6,281621
0,0,1,0,0,6,46998
0,0,1,0,0,6,157993
0,0,1,0,0,6,303666
0,0,0,0,1,6,245431
0,0,1,0,0,6,419186
0,0,1,0,0,6,11379
0,0,1,0,0,6,299226
0,0,1,0,0,6,345509
0,0,1,0,0,6,208762
0,0,1,0,0,6,40721
0,0,0,0,1,6,373846
0,0,1,0,0,6,324982
0,0,1,0,0,6,108067
0,0,1,0,0,6,186466
0,0,1,0,0,6,225221
0,0,1,0,0,6,176852
0,0,1,0,0,6,238092
0,0,1,0,0,6,50359
0,0,1,0,0,6,53073
0,0,1,0,0,6,7451
0,0,0,0,1,6,274929
0,0,1,0,0,6,303234
0,0,1,0,0,6,334946
0,0,1,0,0,6,123743
0,0,1,0,0,6,174634
0,0,1,0,0,6,241883
0,0,1,0,0,6,270324
0,0,1,0,0,6,75416
0,0,1,0,0,6,397941
0,0,1,0,0,6,290151
0,0,1,0,0,6,408352
0,0,1,0,0,6,126977
0,0,1,0,0,6,60008
0,0,1,0,0,6,201566
0,0,1,0,0,6,278281
0,0,1,0,0,6,177871
0,0,1,0,0,6,210113
0,0,1,0,0,6,316118
0,0,1,0,0,6,413971
0,0,1,0,0,6,392064
0,0,1,0,0,6,128097
0,0,1,0,0,6,203111
0,0,1,0,0,6,300832
0,0,1,0,0,6,125207
0,0,0,0,1,6,349971
0,0,1,0,0,6,55536
0,0,1,0,0,6,47684
0,0,1,0,0,6,244565
0,0,1,0,0,6,22834
0,0,1,0,0,6,240513
0,0,1,0,0,6,107985
0,0,0,0,1,6,103150
0,0,0,0,1,6,211305
0,0,1,0,0,6,410452
0,0,1,0,0,6,224640
0,0,1,0,0,6,371769
0,0,1,0,0,6,257038
0,0,1,0,0,6,210579
0,0,0,0,1,6,297376
0,0,1,0,0,6,142538
0,0,1,0,0,6,146401
0,0,1,0,0,6,38543
0,0,1,0,0,6,263414
0,0,1,0,0,6,112653
0,0,1,0,0,6,60548
0,0,1,0,0,6,60069
0,0,1,0,0,6,21857
0,0,1,0,0,6,243663
0,0,1,0,0,6,418264
0,0,1,0,0,6,193149
0,0,1,0,0,6,125386
0,0,1,0,0,6,54234
0,0,0,0,1,6,353134
0,0,1,0,0,6,75250
0,0,1,0,0,6,251000
0,0,1,0,0,6,124486
0,0,1,0,0,6,418025
0,0,1,0,0,6,325102
0,0,1,0,0,6,258589
0,0,1,0,0,6,241686
0,0,1,0,0,6,396767
0,0,0,0,1,6,251030
0,0,1,0,0,6,318544
0,0,1,0,0,6,339525
0,0,1,0,0,6,241808
0,0,1,0,0,6,176965
0,0,0,0,1,6,16706
0,0,0,0,1,6,206186
0,0,0,0,1,6,85663
0,0,1,0,0,6,48717
0,0,1,0,0,6,13285
0,0,1,0,0,6,192191
0,0,1,0,0,6,117697
0,0,1,0,0,6,54550
0,0,0,0,1,6,89306
0,0,1,0,0,6,389490
0,0,1,0,0,6,375980
0,0,1,0,0,6,206986
0,0,1,0,0,6,42339
0,0,0,0,1,6,31526
0,0,1,0,0,6,148597
0,0,1,0,0,6,342244
0,0,1,0,0,6,185366
0,0,1,0,0,6,103843
0,0,1,0,0,6,208617
0,0,1,0,0,6,363024
0,0,0,0,1,6,160848
0,0,1,0,0,6,232521
0,0,1,0,0,6,120765
0,0,1,0,0,6,171777
0,0,0,0,1,6,16907
0,0,1,0,0,6,248643
0,0,1,0,0,6,342263
0,0,1,0,0,6,170344
0,0,1,0,0,6,279358
0,0,1,0,0,6,236837
0,0,1,0,0,6,333166
0,0,1,0,0,6,345621
0,0,1,0,0,6,184044
0,0,1,0,0,6,39870
0,0,1,0,0,6,221294
0,0,1,0,0,6,137631
0,0,1,0,0,6,316569
0,0,1,0,0,6,149021
0,0,1,0,0,6,8673
0,0,0,0,1,6,347693
0,0,1,0,0,6,302838
0,0,1,0,0,6,33459
0,0,1,0,0,6,78710
0,0,1,0,0,6,83586
0,0,1,0,0,6,173497
0,0,1,0,0,6,24465
0,0,1,0,0,6,112373
0,0,1,0,0,6,5399
0,0,1,0,0,6,401395
0,0,1,0,0,6,50968
0,0,1,0,0,6,125444
0,0,1,0,0,6,219996
0,0,1,0,0,6,283875
0,0,1,0,0,6,51139
0,0,1,0,0,6,371422
0,0,1,0,0,6,218393
0,0,1,0,0,6,21296
0,0,1,0,0,6,8857
0,0,0,0,1,6,290045
0,0,1,0,0,6,122019
0,0,1,0,0,6,88243
0,0,0,0,1,6,326533
0,0,1,0,0,6,160014
0,0,1,0,0,6,121582
0,0,1,0,0,6,68823
0,0,1,0,0,6,73771
0,0,1,0,0,6,80759
0,0,1,0,0,6,177326
0,0,1,0,0,6,347619
0,0,0,0,1,6,63718
0,0,1,0,0,6,238376
0,0,0,0,1,6,313161
0,0,1,0,0,6,131340
0,0,1,0,0,6,351509
0,0,1,0,0,6,265106
0,0,1,0,0,6,79686
0,0,1,0,0,6,229214
0,0,1,0,0,6,114853
0,0,1,0,0,6,237857
0,0,1,0,0,6,50506
0,0,1,0,0,6,318805
0,0,1,0,0,6,354774
0,0,1,0,0,6,405175
0,0,1,0,0,6,72372
0,0,0,0,1,6,132261
0,0,1,0,0,6,396728
0,0,1,0,0,6,367226
0,0,1,0,0,6,202273
0,0,1,0,0,6,271823
0,0,1,0,0,6,413565
0,0,1,0,0,6,392757
0,0,1,0,0,6,374497
0,0,1,0,0,6,297614
0,0,1,0,0,6,88254
0,0,1,0,0,6,180935
0,0,1,0,0,6,131425
0,0,1,0,0,6,401174
0,0,1,0,0,6,366460
0,0,0,0,1,6,212319
0,0,1,0,0,6,117106
0,0,1,0,0,6,189268
0,0,1,0,0,6,82944
0,0,0,0,1,6,70475
0,0,1,0,0,6,390613
0,0,1,0,0,6,102927
0,0,1,0,0,6,16358
0,0,1,0,0,6,161323
0,0,1,0,0,6,358494
0,0,1,0,0,6,108728
0,0,1,0,0,6,63683
0,0,1,0,0,6,199546
0,0,1,0,0,6,125560
0,0,1,0,0,6,220549
0,0,1,0,0,6,344901
0,0,1,0,0,6,297823
0,0,1,0,0,6,332549
0,0,1,0,0,6,361205
0,0,1,0,0,6,115559
0,0,1,0,0,6,193161
0,0,1,0,0,6,96892
0,0,1,0,0,6,55144
0,0,1,0,0,6,266033
0,0,1,0,0,6,341170
0,0,1,0,0,6,224635
0,0,1,0,0,6,371722
0,0,1,0,0,6,127546
0,0,1,0,0,6,354782
0,0,1,0,0,6,79644
0,0,1,0,0,6,72886
0,0,1,0,0,6,340031
0,0,1,0,0,6,369502
0,0,1,0,0,6,269104
0,0,1,0,0,6,148998
0,0,1,0,0,6,407170
0,0,1,0,0,6,79395
0,0,1,0,0,6,314430
0,0,1,0,0,6,150609
0,0,0,0,1,6,37270
0,0,1,0,0,6,160898
0,0,1,0,0,6,210064
0,0,1,0,0,6,375945
0,0,1,0,0,6,90384
0,0,1,0,0,6,328554
0,0,1,0,0,6,49079
0,0,0,0,1,6,207688
0,0,1,0,0,6,347356
0,0,1,0,0,6,338435
0,0,0,0,1,6,10642
0,0,1,0,0,6,170775
0,0,1,0,0,6,44118
0,0,0,0,1,6,87621
0,0,1,0,0,6,370341
0,0,1,0,0,6,158138
0,0,1,0,0,6,82992
0,0,1,0,0,6,176686
0,0,1,0,0,6,367260
0,0,1,0,0,6,50029
0,0,0,0,1,6,233005
0,0,1,0,0,6,383130
0,0,1,0,0,6,211492
0,0,0,0,1,6,230230
0,0,1,0,0,6,191694
0,0,0,0,1,6,280012
0,0,1,0,0,6,48170
0,0,1,0,0,6,258888
0,0,1,0,0,6,153954
0,0,1,0,0,6,347298
0,0,1,0,0,6,389732
0,0,1,0,0,6,35622
0,0,1,0,0,6,261641
0,0,1,0,0,6,78384
0,0,1,0,0,6,347384
0,0,0,0,1,6,245685
0,0,1,0,0,6,334296
0,0,0,0,1,6,110760
0,0,1,0,0,6,42382
0,0,1,0,0,6,34174
0,0,1,0,0,6,208830
0,0,1,0,0,6,202846
0,0,1,0,0,6,239292
0,0,1,0,0,6,423199
0,0,1,0,0,6,55257
0,0,1,0,0,6,60224
0,0,1,0,0,6,129220
0,0,1,0,0,6,266843
0,0,1,0,0,6,295122
0,0,1,0,0,6,307243
0,0,1,0,0,6,393491
0,0,1,0,0,6,82864
0,0,1,0,0,6,398207
0,0,1,0,0,6,86037
0,0,1,0,0,6,371454
0,0,0,0,1,6,367707
0,0,1,0,0,6,33796
0,0,1,0,0,6,379777
0,0,1,0,0,6,392785
0,0,1,0,0,6,9344
0,0,0,0,1,6,184003
0,0,1,0,0,6,364218
0,0,1,0,0,6,166175
0,0,1,0,0,6,408059
0,0,1,0,0,6,25583
0,0,1,0,0,6,303699
0,0,1,0,0,6,140984
0,0,1,0,0,6,349863
0,0,1,0,0,6,394186
0,0,1,0,0,6,398213
0,0,1,0,0,6,81836
0,0,1,0,0,6,312982
0,0,1,0,0,6,417344
0,0,1,0,0,6,302020
0,0,1,0,0,6,419453
0,0,1,0,0,6,25143
0,0,0,0,1,6,399877
0,0,1,0,0,6,89258
0,0,1,0,0,6,362267
0,0,1,0,0,6,50310
0,0,1,0,0,6,22453
0,0,1,0,0,6,130342
0,0,1,0,0,6,73438
0,0,1,0,0,6,22035
0,0,1,0,0,6,308692
0,0,1,0,0,6,152804
0,0,1,0,0,6,206630
0,0,1,0,0,6,199257
0,0,0,0,1,6,19488
0,0,1,0,0,6,168292
0,0,1,0,0,6,276974
0,0,1,0,0,6,122502
0,0,1,0,0,6,7561
0,0,1,0,0,6,200077
0,0,1,0,0,6,27934
0,0,1,0,0,6,148893
0,0,1,0,0,6,370823
0,0,1,0,0,6,103252
0,0,1,0,0,6,396941
0,0,1,0,0,6,320812
0,0,1,0,0,6,279628
0,0,1,0,0,6,155916
0,0,1,0,0,6,70682
0,0,1,0,0,6,245239
0,0,1,0,0,6,123288
0,0,1,0,0,6,122905
0,0,1,0,0,6,411299
0,0,1,0,0,6,314342
0,0,1,0,0,6,396312
0,0,1,0,0,6,64532
0,0,1,0,0,6,407821
0,0,1,0,0,6,355009
0,0,0,0,1,6,205082
0,0,1,0,0,6,31026
0,0,1,0,0,6,297117
0,0,1,0,0,6,279372
0,0,1,0,0,6,14630
0,0,0,0,1,6,118686
0,0,1,0,0,6,303887
0,0,1,0,0,6,64414
0,0,1,0,0,6,284606
0,0,1,0,0,6,228675
0,0,0,0,1,6,299653
0,0,1,0,0,6,125349
0,0,1,0,0,6,68483
0,0,1,0,0,6,243302
0,0,1,0,0,6,416643
0,0,1,0,0,6,123758
0,0,1,0,0,6,159088
0,0,1,0,0,6,174026
0,0,1,0,0,6,18432
0,0,1,0,0,6,355547
0,0,1,0,0,6,351126
0,0,0,0,1,6,147240
0,0,1,0,0,6,152091
0,0,1,0,0,6,92488
0,0,1,0,0,6,338868
0,0,1,0,0,6,143830
0,0,1,0,0,6,275447
0,0,1,0,0,6,187357
0,0,1,0,0,6,424067
0,0,1,0,0,6,330869
0,0,1,0,0,6,43998
0,0,1,0,0,6,339777
0,0,1,0,0,6,267272
0,0,1,0,0,6,232708
0,0,1,0,0,6,320369
0,0,0,0,1,6,40821
0,0,1,0,0,6,206033
0,0,1,0,0,6,97507
0,0,1,0,0,6,313464
0,0,0,0,1,6,368904
0,0,1,0,0,6,142732
0,0,0,0,1,6,170324
0,0,1,0,0,6,42485
0,0,1,0,0,6,30992
0,0,0,0,1,6,143570
0,0,1,0,0,6,10561
0,0,1,0,0,6,326600
0,0,1,0,0,6,174745
0,0,1,0,0,6,394365
0,0,1,0,0,6,109218
0,0,1,0,0,6,99289
0,0,1,0,0,6,319509
0,0,1,0,0,6,190965
0,0,1,0,0,6,133961
0,0,0,0,1,6,168857
0,0,1,0,0,6,298246
0,0,1,0,0,6,388847
0,0,1,0,0,6,123057
0,0,1,0,0,6,38882
0,0,1,0,0,6,64650
0,0,1,0,0,6,113769
0,0,1,0,0,6,396398
0,0,1,0,0,6,59789
0,0,1,0,0,6,188629
0,0,1,0,0,6,316182
0,0,1,0,0,6,422559
0,0,1,0,0,6,152462
0,0,1,0,0,6,255868
0,0,1,0,0,6,121235
0,0,1,0,0,6,23326
0,0,1,0,0,6,119970
0,0,1,0,0,6,60902
0,0,1,0,0,6,6426
0,0,0,0,1,6,126775
0,0,1,0,0,6,118694
0,0,1,0,0,6,267936
0,0,0,0,1,6,254761
0,0,1,0,0,6,65526
0,0,1,0,0,6,43463
0,0,0,0,1,6,386071
0,0,1,0,0,6,413221
0,0,1,0,0,6,204925
0,0,1,0,0,6,19945
0,0,1,0,0,6,375827
0,0,1,0,0,6,29912
0,0,1,0,0,6,28274
0,0,1,0,0,6,281110
0,0,1,0,0,6,101670
0,0,1,0,0,6,421634
0,0,1,0,0,6,373933
0,0,1,0,0,6,394475
0,0,1,0,0,6,322245
0,0,1,0,0,6,77633
0,0,1,0,0,6,388432
0,0,0,0,1,6,258269
0,0,1,0,0,6,125707
0,0,0,0,1,6,309039
0,0,1,0,0,6,54305
0,0,1,0,0,6,390989
0,0,1,0,0,6,140886
0,0,1,0,0,6,212739
0,0,1,0,0,6,351407
0,0,1,0,0,6,145731
0,0,1,0,0,6,8900
0,0,1,0,0,6,390855
0,0,1,0,0,6,303504
0,0,1,0,0,6,211337
0,0,1,0,0,6,415355
0,0,1,0,0,6,389162
0,0,1,0,0,6,234954
0,0,1,0,0,6,178491
0,0,1,0,0,6,170048
0,0,1,0,0,6,410299
0,0,0,0,1,6,388110
0,0,1,0,0,6,59345
0,0,1,0,0,6,2112
0,0,1,0,0,6,257103
0,0,0,0,1,6,171101
0,0,1,0,0,6,85530
0,0,1,0,0,6,314073
0,0,1,0,0,6,135675
0,0,1,0,0,6,318259
0,0,1,0,0,6,216944
0,0,0,0,1,6,72948
0,0,1,0,0,6,176901
0,0,1,0,0,6,209198
0,0,1,0,0,6,291636
0,0,1,0,0,6,297070
0,0,1,0,0,6,411048
0,0,0,0,1,6,181157
0,0,1,0,0,6,336063
0,0,1,0,0,6,348686
0,0,1,0,0,6,164718
0,0,1,0,0,6,372081
0,0,1,0,0,6,385751
0,0,1,0,0,6,391637
0,0,1,0,0,6,126009
0,0,1,0,0,6,284783
0,0,0,0,1,6,89332
0,0,1,0,0,6,283560
0,0,1,0,0,6,344490
0,0,1,0,0,6,261683
0,0,1,0,0,6,309128
0,0,1,0,0,6,171035
0,0,0,0,1,6,259065
0,0,1,0,0,6,137565
0,0,1,0,0,6,207630
0,0,1,0,0,6,80023
0,0,1,0,0,6,230304
0,0,1,0,0,6,86400
0,0,0,0,1,6,32961
0,0,0,0,1,6,257024
0,0,1,0,0,6,19215
0,0,1,0,0,6,111617
0,0,1,0,0,6,107054
0,0,1,0,0,6,216028
0,0,1,0,0,6,390460
0,0,1,0,0,6,50013
0,0,1,0,0,6,71134
0,0,1,0,0,6,213384
0,0,1,0,0,6,421261
0,0,1,0,0,6,27028
0,0,1,0,0,6,93495
0,0,1,0,0,6,393637
0,0,1,0,0,6,244359
0,0,1,0,0,6,238023
0,0,1,0,0,6,77388
0,0,1,0,0,6,264990
0,0,1,0,0,6,332559
0,0,1,0,0,6,98517
0,0,0,0,1,6,102162
0,0,1,0,0,6,319587
0,0,1,0,0,6,328732
0,0,1,0,0,6,265883
0,0,1,0,0,6,179108
0,0,1,0,0,6,292319
0,0,1,0,0,6,44924
0,0,1,0,0,6,256651
0,0,1,0,0,6,255705
0,0,1,0,0,6,192310
0,0,1,0,0,6,354336
0,0,1,0,0,6,343621
0,0,1,0,0,6,220782
0,0,1,0,0,6,119354
0,0,0,0,1,6,420545
0,0,1,0,0,6,254419
0,0,1,0,0,6,367749
0,0,1,0,0,6,85134
0,0,1,0,0,6,302317
0,0,1,0,0,6,239349
0,0,1,0,0,6,39966
0,0,1,0,0,6,161710
0,0,1,0,0,6,363872
0,0,1,0,0,6,174792
0,0,1,0,0,6,343610
0,0,1,0,0,6,130638
0,0,1,0,0,6,393709
0,0,1,0,0,6,108736
0,0,1,0,0,6,351354
0,0,1,0,0,6,165482
0,0,1,0,0,6,315069
0,0,0,0,1,6,395460
0,0,1,0,0,6,384976
0,0,1,0,0,6,135354
0,0,1,0,0,6,412141
0,0,1,0,0,6,46701
0,0,1,0,0,6,158360
0,0,1,0,0,6,131501
0,0,1,0,0,6,243550
0,0,0,0,1,6,395143
0,0,1,0,0,6,88339
0,0,1,0,0,6,83286
0,0,1,0,0,6,375056
0,0,1,0,0,6,211038
0,0,1,0,0,6,74975
0,0,1,0,0,6,230811
0,0,1,0,0,6,371159
0,0,1,0,0,6,259350
0,0,0,0,1,6,390459
0,0,1,0,0,6,108006
0,0,1,0,0,6,67343
0,0,1,0,0,6,94480
0,0,1,0,0,6,259306
0,0,1,0,0,6,68063
0,0,1,0,0,6,238774
0,0,1,0,0,6,263170
0,0,0,0,1,6,27738
0,0,1,0,0,6,203463
0,0,1,0,0,6,160889
0,0,1,0,0,6,42376
0,0,1,0,0,6,263491
0,0,1,0,0,6,2941
0,0,1,0,0,6,270322
0,0,1,0,0,6,408285
0,0,1,0,0,6,101384
0,0,1,0,0,6,401740
0,0,1,0,0,6,396481
0,0,1,0,0,6,5811
0,0,1,0,0,6,252524
0,0,1,0,0,6,148311
0,0,1,0,0,6,16126
0,0,1,0,0,6,96833
0,0,1,0,0,6,133758
0,0,1,0,0,6,308536
0,0,1,0,0,6,89785
0,0,0,0,1,6,295489
0,0,1,0,0,6,385669
0,0,1,0,0,6,110594
0,0,1,0,0,6,160077
0,0,1,0,0,6,405200
0,0,1,0,0,6,69900
0,0,1,0,0,6,229794
0,0,1,0,0,6,177944
0,0,1,0,0,6,311587
0,0,1,0,0,6,415010
0,0,1,0,0,6,150822
0,0,1,0,0,6,348590
0,0,1,0,0,6,18824
0,0,1,0,0,6,304865
0,0,1,0,0,6,339863
0,0,0,0,1,6,368345
0,0,0,0,1,6,165649
0,0,1,0,0,6,254822
0,0,1,0,0,6,16641
0,0,1,0,0,6,222486
0,0,1,0,0,6,94461
0,0,1,0,0,6,139246
0,0,1,0,0,6,417194
0,0,1,0,0,6,198619
0,0,1,0,0,6,118134
0,0,1,0,0,6,381580
0,0,1,0,0,6,45082
0,0,1,0,0,6,165175
0,0,0,0,1,6,240894
0,0,1,0,0,6,421650
0,0,1,0,0,6,362126
0,0,1,0,0,6,328326
0,0,1,0,0,6,80277
0,0,1,0,0,6,302140
0,0,1,0,0,6,48217
0,0,1,0,0,6,71621
0,0,1,0,0,6,90677
0,0,1,0,0,6,325959
0,0,1,0,0,6,46378
0,0,1,0,0,6,144955
0,0,1,0,0,6,285146
0,0,1,0,0,6,239447
0,0,1,0,0,6,110832
0,0,1,0,0,6,31482
0,0,1,0,0,6,390146
0,0,1,0,0,6,116501
0,0,1,0,0,6,315917
0,0,1,0,0,6,263928
0,0,1,0,0,6,269697
0,0,1,0,0,6,21363
0,0,1,0,0,6,216118
0,0,1,0,0,6,299729
0,0,1,0,0,6,105001
0,0,1,0,0,6,233338
0,0,1,0,0,6,191827
0,0,1,0,0,6,141423
0,0,1,0,0,6,1228
0,0,1,0,0,6,185718
0,0,1,0,0,6,302942
0,0,1,0,0,6,126075
0,0,1,0,0,6,304023
0,0,1,0,0,6,297402
0,0,1,0,0,6,414132
0,0,1,0,0,6,267265
0,0,1,0,0,6,281957
0,0,1,0,0,6,110910
0,0,0,0,1,6,12682
0,0,1,0,0,6,68703
0,0,1,0,0,6,326368
0,0,0,0,1,6,238547
0,0,1,0,0,6,2535
0,0,1,0,0,6,391275
0,0,1,0,0,6,265610
0,0,1,0,0,6,156831
0,0,1,0,0,6,199822
0,0,1,0,0,6,10723
0,0,1,0,0,6,120958
0,0,1,0,0,6,409785
0,0,1,0,0,6,242894
0,0,1,0,0,6,178769
0,0,1,0,0,6,213157
0,0,1,0,0,6,250006
0,0,1,0,0,6,220177
0,0,1,0,0,6,105612
0,0,1,0,0,6,252271
0,0,1,0,0,6,34675
0,0,1,0,0,6,412827
0,0,0,0,1,6,109794
0,0,1,0,0,6,215553
0,0,1,0,0,6,277362
0,0,1,0,0,6,74932
0,0,1,0,0,6,154349
0,0,1,0,0,6,81468
0,0,1,0,0,6,160912
0,0,1,0,0,6,241678
0,0,1,0,0,6,247868
0,0,1,0,0,6,347812
0,0,1,0,0,6,374566
0,0,1,0,0,6,241008
0,0,1,0,0,6,275697
0,0,0,0,1,6,306153
0,0,1,0,0,6,93502
0,0,1,0,0,6,388649
0,0,1,0,0,6,296148
0,0,1,0,0,6,162857
0,0,1,0,0,6,143948
0,0,1,0,0,6,296286
0,0,0,0,1,6,100354
0,0,1,0,0,6,28875
0,0,1,0,0,6,271334
0,0,1,0,0,6,394333
0,0,0,0,1,6,28786
0,0,1,0,0,6,270311
0,0,1,0,0,6,45645
0,0,1,0,0,6,53976
0,0,1,0,0,6,213073
0,0,1,0,0,6,88330
0,0,0,0,1,6,291027
0,0,1,0,0,6,82918
0,0,1,0,0,6,324944
0,0,1,0,0,6,377858
0,0,1,0,0,6,18997
0,0,1,0,0,6,112235
0,0,1,0,0,6,377791
0,0,1,0,0,6,150558
0,0,1,0,0,6,200429
0,0,1,0,0,6,107536
0,0,1,0,0,6,191517
0,0,1,0,0,6,343179
0,0,1,0,0,6,77242
0,0,1,0,0,6,398524
0,0,1,0,0,6,251393
0,0,0,0,1,6,259775
0,0,1,0,0,6,212211
0,0,1,0,0,6,238044
0,0,1,0,0,6,331415
0,0,1,0,0,6,322475
0,0,1,0,0,6,179194
0,0,1,0,0,6,22363
0,0,1,0,0,6,275537
0,0,1,0,0,6,367476
0,0,1,0,0,6,29267
0,0,1,0,0,6,30321
0,0,0,0,1,6,236900
0,0,1,0,0,6,86895
0,0,1,0,0,6,404927
0,0,1,0,0,6,89840
0,0,1,0,0,6,98962
0,0,1,0,0,6,46106
0,0,1,0,0,6,195052
0,0,0,0,1,6,56277
0,0,0,0,1,6,248261
0,0,1,0,0,6,243711
0,0,1,0,0,6,319778
0,0,1,0,0,6,41531
0,0,1,0,0,6,95482
0,0,1,0,0,6,276592
0,0,1,0,0,6,284247
0,0,0,0,1,6,233626
0,0,1,0,0,6,340095
0,0,1,0,0,6,174583
0,0,1,0,0,6,349640
0,0,1,0,0,6,45315
0,0,1,0,0,6,230145
0,0,1,0,0,6,60010
0,0,1,0,0,6,277564
0,0,1,0,0,6,245301
0,0,1,0,0,6,57082
0,0,1,0,0,6,243668
0,0,1,0,0,6,420345
0,0,1,0,0,6,292062
0,0,1,0,0,6,338154
0,0,1,0,0,6,88705
0,0,1,0,0,6,228587
0,0,1,0,0,6,383145
0,0,1,0,0,6,411714
0,0,1,0,0,6,391222
0,0,1,0,0,6,284617
0,0,1,0,0,6,98561
0,0,1,0,0,6,17413
0,0,1,0,0,6,36980
0,0,1,0,0,6,116521
0,0,1,0,0,6,125155
0,0,1,0,0,6,18261
0,0,0,0,1,6,390899
0,0,1,0,0,6,272885
0,0,1,0,0,6,116897
0,0,0,0,1,6,405859
0,0,1,0,0,6,224882
0,0,1,0,0,6,336881
0,0,1,0,0,6,383324
0,0,0,0,1,6,388406
0,0,1,0,0,6,167319
0,0,0,0,1,6,191032
0,0,1,0,0,6,338378
0,0,0,0,1,6,110066
0,0,1,0,0,6,316820
0,0,1,0,0,6,169872
0,0,1,0,0,6,79068
0,0,1,0,0,6,7284
0,0,1,0,0,6,324746
0,0,1,0,0,6,109514
0,0,1,0,0,6,383799
0,0,1,0,0,6,301601
0,0,1,0,0,6,135141
0,0,1,0,0,6,36373
0,0,1,0,0,6,386667
0,0,0,0,1,6,27526
0,0,1,0,0,6,52216
0,0,1,0,0,6,240342
0,0,1,0,0,6,84484
0,0,1,0,0,6,251568
0,0,1,0,0,6,306066
0,0,1,0,0,6,318628
0,0,1,0,0,6,3437
0,0,0,0,1,6,283256
0,0,1,0,0,6,238596
0,0,1,0,0,6,98671
0,0,1,0,0,6,19958
0,0,1,0,0,6,258624
0,0,1,0,0,6,253327
0,0,1,0,0,6,175445
0,0,1,0,0,6,370973
0,0,1,0,0,6,323563
0,0,1,0,0,6,414320
0,0,1,0,0,6,186569
0,0,1,0,0,6,278970
0,0,0,0,1,6,273288
0,0,1,0,0,6,8960
0,0,1,0,0,6,359168
0,0,1,0,0,6,309497
0,0,1,0,0,6,104186
0,0,1,0,0,6,335642
0,0,1,0,0,6,326012
0,0,0,0,1,6,83665
0,0,1,0,0,6,121604
0,0,1,0,0,6,240174
0,0,1,0,0,6,372031
0,0,1,0,0,6,165031
0,0,1,0,0,6,283665
0,0,1,0,0,6,277796
0,0,0,0,1,6,331298
0,0,1,0,0,6,181926
0,0,1,0,0,6,147544
0,0,0,0,1,6,242974
0,0,1,0,0,6,38800
0,0,1,0,0,6,407199
0,0,1,0,0,6,103109
0,0,1,0,0,6,201345
0,0,1,0,0,6,165375
0,0,1,0,0,6,375186
0,0,1,0,0,6,105359
0,0,1,0,0,6,396371
0,0,1,0,0,6,203948
0,0,1,0,0,6,279848
0,0,1,0,0,6,333912
0,0,1,0,0,6,370787
0,0,1,0,0,6,206848
0,0,1,0,0,6,131690
0,0,1,0,0,6,245522
0,0,1,0,0,6,259012
0,0,1,0,0,6,166337
0,0,1,0,0,6,5086
0,0,1,0,0,6,88906
0,0,1,0,0,6,6798
0,0,1,0,0,6,281729
0,0,1,0,0,6,143701
0,0,1,0,0,6,358835
